Team,GP,TOI,W,L,OTL,ROW,Points,Point %,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,SCSF,SCSA,SCSF%,SCGF,SCGA,SCGF%,SCSH%,SCSV%,HDCF,HDCA,HDCF%,HDSF,HDSA,HDSF%,HDGF,HDGA,HDGF%,HDSH%,HDSV%,MDCF,MDCA,MDCF%,MDSF,MDSA,MDSF%,MDGF,MDGA,MDGF%,MDSH%,MDSV%,LDCF,LDCA,LDCF%,LDSF,LDSA,LDSF%,LDGF,LDGA,LDGF%,LDSH%,LDSV%,SH%,SV%,PDO
Arizona Coyotes,82,846.4833,36,41,5,34,77,0.47,848,808,51.21,604,593,50.46,390,413,48.57,31,49,38.75,38.07,41.98,47.56,391,387,50.26,197,208,48.64,24,39,38.1,12.18,81.25,170,147,53.63,106,96,52.48,15,23,39.47,14.15,76.04,221,240,47.94,91,112,44.83,9,16,36,9.89,85.71,491,498,49.65,176,181,49.3,7,6,53.85,3.98,96.69,7.95,88.14,0.961
Washington Capitals,82,698.6667,40,31,11,36,91,0.555,676,680,49.85,476,464,50.64,300,301,49.92,25,39,39.06,32.2,31.22,50.77,335,297,53.01,158,145,52.15,20,33,37.74,12.66,77.24,136,128,51.52,80,76,51.28,13,19,40.63,16.25,75,199,169,54.08,78,69,53.06,7,14,33.33,8.97,79.71,402,412,49.39,130,140,48.15,5,6,45.45,3.85,95.71,8.33,87.04,0.954
Philadelphia Flyers,82,716.6167,38,33,11,34,87,0.53,891,640,58.2,638,432,59.63,423,296,58.83,30,41,42.25,37.38,30.17,55.34,408,279,59.39,208,139,59.94,26,33,44.07,12.5,76.26,165,101,62.03,104,63,62.28,18,18,50,17.31,71.43,243,178,57.72,104,76,57.78,8,15,34.78,7.69,80.26,512,388,56.89,197,138,58.81,4,8,33.33,2.03,94.2,7.09,86.15,0.932
New York Rangers,82,681.8167,55,23,4,51,114,0.695,804,585,57.88,574,430,57.17,394,299,56.85,31,32,49.21,32.59,29.04,52.88,367,263,58.25,186,159,53.91,21,29,42,11.29,81.76,141,118,54.44,84,82,50.6,8,20,28.57,9.52,75.61,226,145,60.92,102,77,56.98,13,9,59.09,12.75,88.31,499,329,60.27,190,119,61.49,10,2,83.33,5.26,98.32,7.87,89.3,0.972
Calgary Flames,82,983.3333,38,39,5,38,81,0.494,1070,932,53.45,746,684,52.17,490,465,51.31,39,50,43.82,45.25,51.47,46.79,475,445,51.63,241,253,48.79,30,40,42.86,12.45,84.19,195,184,51.45,133,133,50,23,21,52.27,17.29,84.21,280,261,51.76,108,120,47.37,7,19,26.92,6.48,84.17,648,526,55.2,231,183,55.8,9,6,60,3.9,96.72,7.96,89.25,0.972
Minnesota Wild,82,793.3833,39,33,10,36,88,0.537,788,759,50.94,551,554,49.86,353,379,48.22,31,33,48.44,32.49,34.33,48.62,329,352,48.31,157,177,47.01,28,23,54.9,17.83,87.01,139,145,48.94,90,93,49.18,18,15,54.55,20,83.87,190,207,47.86,67,84,44.37,10,8,55.56,14.93,90.48,487,477,50.52,178,185,49.04,3,9,25,1.69,95.14,8.78,91.29,1.001
Vancouver Canucks,82,437.2667,50,23,9,50,109,0.665,518,341,60.3,346,249,58.15,224,177,55.86,23,26,46.94,21.5,18.91,53.21,228,162,58.46,108,99,52.17,18,22,45,16.67,77.78,106,62,63.1,66,48,57.89,10,14,41.67,15.15,70.83,122,100,54.95,42,51,45.16,8,8,50,19.05,84.31,337,199,62.87,108,72,60,5,2,71.43,4.63,97.22,10.27,85.31,0.956
Colorado Avalanche,82,630.0167,50,25,7,48,107,0.652,772,547,58.53,540,391,58,370,271,57.72,41,31,56.94,34.01,25.32,57.32,363,245,59.7,188,142,56.97,34,25,57.63,18.09,82.39,159,108,59.55,99,80,55.31,22,17,56.41,22.22,78.75,204,137,59.82,89,62,58.94,12,8,60,13.48,87.1,473,319,59.72,174,108,61.7,7,5,58.33,4.02,95.37,11.08,88.56,0.996
Anaheim Ducks,82,859.95,27,50,5,26,59,0.36,873,783,52.72,621,570,52.14,451,396,53.25,33,47,41.25,36.53,41.02,47.1,377,361,51.08,213,205,50.96,30,36,45.45,14.08,82.44,153,156,49.51,103,106,49.28,19,18,51.35,18.45,83.02,224,205,52.21,110,99,52.63,11,18,37.93,10,81.82,534,451,54.21,209,174,54.57,3,8,27.27,1.44,95.4,7.32,88.13,0.954
Vegas Golden Knights,82,653.0167,45,29,8,41,98,0.598,678,680,49.93,472,470,50.11,335,333,50.15,32,40,44.44,28.9,31.53,47.83,307,298,50.74,165,155,51.56,29,33,46.77,17.58,78.71,111,115,49.12,84,66,56,16,18,47.06,19.05,72.73,196,183,51.72,81,89,47.65,13,15,46.43,16.05,83.15,433,402,51.86,159,162,49.53,3,5,37.5,1.89,96.91,9.55,87.99,0.975
Dallas Stars,82,728.4333,52,21,9,48,113,0.689,906,601,60.12,633,440,58.99,434,285,60.36,39,33,54.17,38.83,26.37,59.56,423,277,60.43,234,148,61.26,36,28,56.25,15.38,81.08,158,112,58.52,111,74,60,22,14,61.11,19.82,81.08,265,165,61.63,123,74,62.44,14,14,50,11.38,81.08,538,340,61.28,181,119,60.33,3,3,50,1.66,97.48,8.99,88.42,0.974
New York Islanders,82,579.15,39,27,16,38,94,0.573,615,553,52.65,448,380,54.11,310,272,53.26,36,32,52.94,28.18,27.21,50.88,304,247,55.17,161,129,55.52,29,24,54.72,18.01,81.4,136,90,60.18,92,65,58.6,20,18,52.63,21.74,72.31,168,157,51.69,69,64,51.88,9,6,60,13.04,90.63,344,327,51.27,142,128,52.59,7,7,50,4.93,94.53,11.61,88.24,0.998
