Team,GP,TOI,W,L,OTL,ROW,Points,Point %,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,SCSF,SCSA,SCSF%,SCGF,SCGA,SCGF%,SCSH%,SCSV%,HDCF,HDCA,HDCF%,HDSF,HDSA,HDSF%,HDGF,HDGA,HDGF%,HDSH%,HDSV%,MDCF,MDCA,MDCF%,MDSF,MDSA,MDSF%,MDGF,MDGA,MDGF%,MDSH%,MDSV%,LDCF,LDCA,LDCF%,LDSF,LDSA,LDSF%,LDGF,LDGA,LDGF%,LDSH%,LDSV%,SH%,SV%,PDO
New Jersey Devils,82,1201.7167,38,39,5,38,81,0.494,1121,1301,46.28,814,950,46.15,573,666,46.25,71,56,55.91,65.92,58.2,53.11,517,590,46.7,281,332,45.84,53,42,55.79,18.86,87.35,232,246,48.54,157,171,47.87,31,23,57.41,19.75,86.55,285,344,45.31,124,161,43.51,22,19,53.66,17.74,88.2,665,784,45.89,256,301,45.96,13,14,48.15,5.08,95.35,12.39,91.59,1.04
Dallas Stars,82,1591.1,52,21,9,48,113,0.689,1500,1738,46.32,1114,1213,47.87,757,825,47.85,86,68,55.84,79.87,65.98,54.76,734,732,50.07,406,379,51.72,66,58,53.23,16.26,84.7,292,273,51.68,190,184,50.8,43,38,53.09,22.63,79.35,442,459,49.06,216,195,52.55,23,20,53.49,10.65,89.74,853,1124,43.15,319,409,43.82,15,10,60,4.7,97.56,11.36,91.76,1.031
Minnesota Wild,82,1266.7833,39,33,10,36,88,0.537,1133,1369,45.28,834,926,47.39,583,636,47.83,59,55,51.75,51.74,50.01,50.85,520,587,46.97,273,303,47.4,42,42,50,15.38,86.14,190,216,46.8,124,136,47.69,22,25,46.81,17.74,81.62,330,371,47.08,149,167,47.15,20,17,54.05,13.42,89.82,665,880,43.04,269,310,46.46,6,13,31.58,2.23,95.81,10.12,91.35,1.015
Arizona Coyotes,82,1121.2833,36,41,5,34,77,0.47,1023,1277,44.48,751,890,45.76,490,616,44.3,60,52,53.57,58.61,55.26,51.47,474,610,43.73,243,328,42.56,47,43,52.22,19.34,86.89,185,255,42.05,116,169,40.7,28,29,49.12,24.14,82.84,289,355,44.88,127,159,44.41,19,14,57.58,14.96,91.19,581,774,42.88,220,264,45.45,7,9,43.75,3.18,96.59,12.24,91.56,1.038
Winnipeg Jets,82,1554.7,52,24,6,52,110,0.671,1382,1711,44.68,1050,1196,46.75,747,822,47.61,92,54,63.01,81.24,75.65,51.78,663,805,45.16,383,423,47.52,73,47,60.83,19.06,88.89,295,360,45.04,210,234,47.3,44,37,54.32,20.95,84.19,368,445,45.26,173,189,47.79,29,10,74.36,16.76,94.71,809,978,45.27,327,363,47.39,16,7,69.57,4.89,98.07,12.32,93.43,1.057
Florida Panthers,82,1581.15,52,24,6,49,110,0.671,1594,1606,49.81,1120,1164,49.04,792,797,49.84,80,55,59.26,83.97,69.81,54.6,732,687,51.59,373,394,48.63,55,48,53.4,14.75,87.82,288,314,47.84,182,220,45.27,29,32,47.54,15.93,85.45,444,373,54.35,191,174,52.33,26,16,61.9,13.61,90.8,935,962,49.29,376,358,51.23,16,7,69.57,4.26,98.04,10.1,93.1,1.032
Columbus Blue Jackets,82,1242.65,27,43,12,24,66,0.402,1134,1590,41.63,803,1158,40.95,547,804,40.49,64,83,43.54,52.22,73.82,41.43,501,747,40.14,259,395,39.6,51,75,40.48,19.69,81.01,188,317,37.23,116,195,37.3,31,43,41.89,26.72,77.95,313,430,42.13,143,200,41.69,20,32,38.46,13.99,84,671,945,41.52,257,381,40.28,11,8,57.89,4.28,97.9,11.7,89.68,1.014
New York Islanders,82,1535.25,39,27,16,38,94,0.573,1282,1912,40.14,945,1316,41.8,649,889,42.2,67,68,49.63,66.56,80.77,45.17,624,871,41.74,340,434,43.93,56,55,50.45,16.47,87.33,252,345,42.21,172,222,43.65,35,30,53.85,20.35,86.49,372,526,41.43,168,212,44.21,21,25,45.65,12.5,88.21,747,1118,40.05,277,426,39.4,10,13,43.48,3.61,96.95,10.32,92.35,1.027
Seattle Kraken,82,1295.4167,34,35,13,31,81,0.494,1187,1371,46.4,838,966,46.45,575,629,47.76,63,50,55.75,58.61,52.85,52.58,563,569,49.73,293,260,52.98,49,43,53.26,16.72,83.46,243,218,52.71,149,115,56.44,33,23,58.93,22.15,80,320,351,47.69,144,145,49.83,16,20,44.44,11.11,86.21,681,911,42.78,246,334,42.41,10,7,58.82,4.07,97.9,10.96,92.05,1.03
Edmonton Oilers,82,1546.2667,49,27,6,47,104,0.634,1477,1477,50,1108,1057,51.18,788,719,52.29,100,48,67.57,85.37,66.06,56.37,784,707,52.58,443,368,54.62,77,41,65.25,17.38,88.86,347,269,56.33,235,177,57.04,57,28,67.06,24.26,84.18,437,438,49.94,208,191,52.13,20,13,60.61,9.62,93.19,801,865,48.08,303,325,48.25,18,7,72,5.94,97.85,12.69,93.32,1.06
San Jose Sharks,82,815.5333,19,54,9,18,47,0.287,692,1113,38.34,493,787,38.52,338,549,38.11,31,51,37.8,33.93,51.61,39.66,315,525,37.5,177,290,37.9,24,47,33.8,13.56,83.79,111,205,35.13,80,134,37.38,11,28,28.21,13.75,79.1,204,320,38.93,97,156,38.34,13,19,40.63,13.4,87.82,406,697,36.81,144,241,37.4,4,4,50,2.78,98.34,9.17,90.71,0.999
Anaheim Ducks,82,814.8667,27,50,5,26,59,0.36,683,951,41.8,503,663,43.14,342,455,42.91,38,34,52.78,37.94,39.7,48.87,314,427,42.38,185,222,45.45,26,32,44.83,14.05,85.59,144,195,42.48,105,127,45.26,15,18,45.45,14.29,85.83,170,232,42.29,80,95,45.71,11,14,44,13.75,85.26,394,591,40,130,211,38.12,10,2,83.33,7.69,99.05,11.11,92.53,1.036
Buffalo Sabres,82,1175.8667,39,37,6,37,84,0.512,1053,1273,45.27,777,895,46.47,552,588,48.42,76,45,62.81,63.28,56.19,52.97,480,603,44.32,284,293,49.22,58,35,62.37,20.42,88.05,186,244,43.26,119,149,44.4,24,25,48.98,20.17,83.22,294,359,45.02,165,144,53.4,34,10,77.27,20.61,93.06,589,779,43.06,233,278,45.6,11,10,52.38,4.72,96.4,13.77,92.35,1.061
Los Angeles Kings,82,1607.4833,44,27,11,42,99,0.604,1497,1585,48.57,1124,1105,50.43,793,745,51.56,90,56,61.64,76.19,61.21,55.45,688,714,49.07,378,360,51.22,69,47,59.48,18.25,86.94,285,258,52.49,193,156,55.3,41,30,57.75,21.24,80.77,403,456,46.92,185,204,47.56,28,17,62.22,15.14,91.67,862,960,47.31,361,343,51.28,16,9,64,4.43,97.38,11.35,92.48,1.038
St Louis Blues,82,1320.2833,43,33,6,38,92,0.561,1065,1531,41.02,807,1097,42.38,570,750,43.18,65,59,52.42,67.14,71.6,48.39,513,730,41.27,289,378,43.33,46,51,47.42,15.92,86.51,208,346,37.55,142,219,39.34,28,40,41.18,19.72,81.74,305,384,44.27,147,159,48.04,18,11,62.07,12.24,93.08,592,897,39.76,241,340,41.48,10,7,58.82,4.15,97.94,11.4,92.13,1.035
Washington Capitals,82,1239.85,40,31,11,36,91,0.555,973,1460,39.99,687,994,40.87,469,668,41.25,52,61,46.02,55.16,59.14,48.26,472,637,42.56,246,326,43.01,40,55,42.11,16.26,83.13,188,257,42.25,123,176,41.14,26,41,38.81,21.14,76.7,284,380,42.77,123,150,45.05,14,14,50,11.38,90.67,508,926,35.43,196,314,38.43,10,6,62.5,5.1,98.09,11.09,90.87,1.02
